X,Y,Predicted,Number of 1's,A2,Z2,A1,Z1
"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0]",0,0,4,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.69, 8.71, 7.56, 6.79]"
"[1, 0, 0, 1, 1, 0, 0, 1, 0, 1]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.41, 12.52, 6.67, 6.66]"
"[1, 0, 0, 1, 1, 0, 0, 1, 1, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.74, 8.73, 7.74, 6.73]"
"[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.46, 12.54, 6.84, 6.6]"
"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]",0,0,4,0.02,-3.9,"[0.94, 1.0, 1.0, 0.93]","[2.73, 9.35, 11.95, 2.6]"
"[1, 0, 0, 1, 1, 0, 1, 0, 0, 1]",0,0,5,0.02,-3.86,"[0.92, 1.0, 1.0, 0.92]","[2.45, 13.16, 11.05, 2.47]"
"[1, 0, 0, 1, 1, 0, 1, 0, 1, 0]",0,0,5,0.02,-3.9,"[0.94, 1.0, 1.0, 0.93]","[2.77, 9.37, 12.12, 2.54]"
"[1, 0, 0, 1, 1, 0, 1, 0, 1, 1]",0,0,6,0.02,-3.85,"[0.92, 1.0, 1.0, 0.92]","[2.49, 13.18, 11.22, 2.41]"
"[1, 0, 0, 1, 1, 0, 1, 1, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.27, 8.31, 11.41, 6.4]"
"[1, 0, 0, 1, 1, 0, 1, 1, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[5.99, 12.12, 10.52, 6.27]"
"[1, 0, 0, 1, 1, 0, 1, 1, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.32, 8.33, 11.58, 6.34]"
"[1, 0, 0, 1, 1, 0, 1, 1, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.04, 12.14, 10.69, 6.21]"
"[1, 0, 0, 1, 1, 1, 0, 0, 0, 0]",0,0,4,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.47, 14.18, 11.61, 6.28]"
"[1, 0, 0, 1, 1, 1, 0, 0, 0, 1]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.18, 17.99, 10.71, 6.15]"
"[1, 0, 0, 1, 1, 1, 0, 0, 1, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.51, 14.2, 11.78, 6.22]"
"[1, 0, 0, 1, 1, 1, 0, 0, 1, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.23, 18.01, 10.88, 6.09]"
"[1, 0, 0, 1, 1, 1, 0, 1, 0, 0]",0,0,5,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[10.01, 13.14, 11.07, 10.08]"
"[1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",0,0,6,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.73, 16.95, 10.18, 9.95]"
"[1, 0, 0, 1, 1, 1, 0, 1, 1, 0]",0,0,6,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[10.06, 13.16, 11.24, 10.02]"
"[1, 0, 0, 1, 1, 1, 0, 1, 1, 1]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.77, 16.97, 10.35, 9.89]"
"[1, 0, 0, 1, 1, 1, 1, 0, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.04, 13.78, 15.45, 5.89]"
"[1, 0, 0, 1, 1, 1, 1, 0, 0, 1]",1,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[5.76, 17.59, 14.56, 5.76]"
"[1, 0, 0, 1, 1, 1, 1, 0, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.09, 13.8, 15.62, 5.83]"
"[1, 0, 0, 1, 1, 1, 1, 0, 1, 1]",0,0,7,0.02,-4.12,"[1.0, 1.0, 1.0, 1.0]","[5.81, 17.61, 14.73, 5.7]"
"[1, 0, 0, 1, 1, 1, 1, 1, 0, 0]",0,0,6,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.59, 12.74, 14.92, 9.69]"
"[1, 0, 0, 1, 1, 1, 1, 1, 0, 1]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.31, 16.55, 14.02, 9.56]"
"[1, 0, 0, 1, 1, 1, 1, 1, 1, 0]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.63, 12.76, 15.09, 9.63]"
"[1, 0, 0, 1, 1, 1, 1, 1, 1, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.35, 16.57, 14.19, 9.5]"
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,2,0.08,-2.47,"[0.98, 0.99, 0.56, 0.98]","[3.95, 4.83, 0.26, 4.08]"
"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0,0,3,0.15,-1.7,"[0.98, 1.0, 0.35, 0.98]","[3.67, 8.64, -0.64, 3.95]"
"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]",0,0,3,0.07,-2.62,"[0.98, 0.99, 0.61, 0.98]","[3.99, 4.85, 0.43, 4.02]"
"[1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",0,0,4,0.14,-1.84,"[0.98, 1.0, 0.38, 0.98]","[3.71, 8.66, -0.47, 3.89]"
"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",0,0,3,0.12,-2.01,"[1.0, 0.98, 0.43, 1.0]","[7.49, 3.79, -0.28, 7.88]"
"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1]",1,0,4,0.2,-1.38,"[1.0, 1.0, 0.24, 1.0]","[7.21, 7.6, -1.17, 7.75]"
"[1, 0, 1, 0, 0, 0, 0, 1, 1, 0]",0,0,4,0.1,-2.16,"[1.0, 0.98, 0.47, 1.0]","[7.54, 3.81, -0.11, 7.82]"
"[1, 0, 1, 0, 0, 0, 0, 1, 1, 1]",0,0,5,0.18,-1.5,"[1.0, 1.0, 0.27, 1.0]","[7.26, 7.62, -1.0, 7.69]"
"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",0,0,3,0.02,-3.94,"[0.97, 0.99, 0.98, 0.98]","[3.53, 4.43, 4.1, 3.69]"
"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1]",0,0,4,0.02,-3.88,"[0.96, 1.0, 0.96, 0.97]","[3.24, 8.24, 3.21, 3.56]"
"[1, 0, 1, 0, 0, 0, 1, 0, 1, 0]",0,0,4,0.02,-3.95,"[0.97, 0.99, 0.99, 0.97]","[3.57, 4.45, 4.28, 3.63]"
"[1, 0, 1, 0, 0, 0, 1, 0, 1, 1]",0,0,5,0.02,-3.9,"[0.96, 1.0, 0.97, 0.97]","[3.29, 8.26, 3.38, 3.5]"
"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0]",0,0,4,0.02,-3.92,"[1.0, 0.97, 0.97, 1.0]","[7.07, 3.39, 3.57, 7.49]"
"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1]",0,0,5,0.02,-3.9,"[1.0, 1.0, 0.94, 1.0]","[6.79, 7.2, 2.67, 7.36]"
"[1, 0, 1, 0, 0, 0, 1, 1, 1, 0]",0,0,5,0.02,-3.93,"[1.0, 0.97, 0.98, 1.0]","[7.12, 3.41, 3.74, 7.43]"
"[1, 0, 1, 0, 0, 0, 1, 1, 1, 1]",0,0,6,0.02,-3.93,"[1.0, 1.0, 0.95, 1.0]","[6.83, 7.22, 2.85, 7.3]"
"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",0,0,3,0.02,-4.05,"[1.0, 1.0, 0.98, 1.0]","[7.26, 9.26, 3.76, 7.37]"
"[1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",0,0,4,0.02,-3.94,"[1.0, 1.0, 0.95, 1.0]","[6.98, 13.07, 2.87, 7.24]"
"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0]",0,0,4,0.02,-4.06,"[1.0, 1.0, 0.98, 1.0]","[7.31, 9.28, 3.94, 7.31]"
"[1, 0, 1, 0, 0, 1, 0, 0, 1, 1]",0,0,5,0.02,-3.97,"[1.0, 1.0, 0.95, 1.0]","[7.03, 13.09, 3.04, 7.18]"
"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",0,0,4,0.02,-4.0,"[1.0, 1.0, 0.96, 1.0]","[10.81, 8.22, 3.23, 11.16]"
"[1, 0, 1, 0, 0, 1, 0, 1, 0, 1]",0,0,5,0.02,-3.82,"[1.0, 1.0, 0.91, 1.0]","[10.53, 12.03, 2.33, 11.04]"
"[1, 0, 1, 0, 0, 1, 0, 1, 1, 0]",0,0,5,0.02,-4.02,"[1.0, 1.0, 0.97, 1.0]","[10.85, 8.24, 3.4, 11.11]"
"[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",0,0,6,0.02,-3.86,"[1.0, 1.0, 0.92, 1.0]","[10.57, 12.05, 2.51, 10.98]"
"[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]",0,0,4,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.84, 8.86, 7.61, 6.98]"
"[1, 0, 1, 0, 0, 1, 1, 0, 0, 1]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.56, 12.67, 6.72, 6.85]"
"[1, 0, 1, 0, 0, 1, 1, 0, 1, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.89, 8.88, 7.78, 6.92]"
"[1, 0, 1, 0, 0, 1, 1, 0, 1, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.61, 12.69, 6.89, 6.79]"
"[1, 0, 1, 0, 0, 1, 1, 1, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.39, 7.82, 7.08, 10.77]"
"[1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.11, 11.63, 6.18, 10.64]"
"[1, 0, 1, 0, 0, 1, 1, 1, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.43, 7.84, 7.25, 10.71]"
"[1, 0, 1, 0, 0, 1, 1, 1, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.15, 11.65, 6.35, 10.59]"
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",0,0,3,0.02,-4.05,"[1.0, 1.0, 0.98, 1.0]","[7.21, 9.31, 3.74, 7.31]"
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 1]",0,0,4,0.02,-3.94,"[1.0, 1.0, 0.95, 1.0]","[6.93, 13.12, 2.85, 7.18]"
"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",0,0,4,0.02,-4.06,"[1.0, 1.0, 0.98, 1.0]","[7.25, 9.33, 3.91, 7.25]"
"[1, 0, 1, 0, 1, 0, 0, 0, 1, 1]",0,0,5,0.02,-3.97,"[1.0, 1.0, 0.95, 1.0]","[6.97, 13.14, 3.02, 7.12]"
"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",0,0,4,0.02,-4.0,"[1.0, 1.0, 0.96, 1.0]","[10.75, 8.27, 3.21, 11.11]"
"[1, 0, 1, 0, 1, 0, 0, 1, 0, 1]",0,0,5,0.02,-3.81,"[1.0, 1.0, 0.91, 1.0]","[10.47, 12.08, 2.31, 10.98]"
"[1, 0, 1, 0, 1, 0, 0, 1, 1, 0]",0,0,5,0.02,-4.02,"[1.0, 1.0, 0.97, 1.0]","[10.8, 8.29, 3.38, 11.05]"
"[1, 0, 1, 0, 1, 0, 0, 1, 1, 1]",0,0,6,0.02,-3.86,"[1.0, 1.0, 0.92, 1.0]","[10.51, 12.1, 2.48, 10.92]"
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",0,0,4,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.79, 8.91, 7.59, 6.92]"
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 1]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.5, 12.72, 6.69, 6.79]"
"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.83, 8.93, 7.76, 6.86]"
"[1, 0, 1, 0, 1, 0, 1, 0, 1, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.55, 12.74, 6.86, 6.73]"
"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.33, 7.87, 7.06, 10.71]"
"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.05, 11.68, 6.16, 10.59]"
"[1, 0, 1, 0, 1, 0, 1, 1, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.37, 7.89, 7.23, 10.66]"
"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.09, 11.7, 6.33, 10.53]"
"[1, 0, 1, 0, 1, 1, 0, 0, 0, 0]",0,0,4,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.52, 13.74, 7.25, 10.59]"
"[1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.24, 17.55, 6.35, 10.46]"
"[1, 0, 1, 0, 1, 1, 0, 0, 1, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.57, 13.76, 7.42, 10.53]"
"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.29, 17.57, 6.52, 10.41]"
"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[14.07, 12.7, 6.72, 14.39]"
"[1, 0, 1, 0, 1, 1, 0, 1, 0, 1]",1,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[13.79, 16.51, 5.82, 14.26]"
"[1, 0, 1, 0, 1, 1, 0, 1, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[14.11, 12.72, 6.89, 14.33]"
"[1, 0, 1, 0, 1, 1, 0, 1, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[13.83, 16.53, 5.99, 14.2]"
"[1, 0, 1, 0, 1, 1, 1, 0, 0, 0]",0,0,5,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[10.1, 13.34, 11.1, 10.2]"
"[1, 0, 1, 0, 1, 1, 1, 0, 0, 1]",0,0,6,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.82, 17.15, 10.2, 10.07]"
"[1, 0, 1, 0, 1, 1, 1, 0, 1, 0]",0,0,6,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[10.15, 13.36, 11.27, 10.14]"
"[1, 0, 1, 0, 1, 1, 1, 0, 1, 1]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.86, 17.17, 10.37, 10.02]"
"[1, 0, 1, 0, 1, 1, 1, 1, 0, 0]",0,0,6,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.65, 12.3, 10.56, 14.0]"
"[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.36, 16.11, 9.67, 13.87]"
"[1, 0, 1, 0, 1, 1, 1, 1, 1, 0]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.69, 12.32, 10.74, 13.94]"
"[1, 0, 1, 0, 1, 1, 1, 1, 1, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.41, 16.13, 9.84, 13.81]"
"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",0,0,3,0.02,-3.93,"[0.97, 0.99, 0.99, 0.97]","[3.45, 4.34, 4.21, 3.58]"
"[1, 0, 1, 1, 0, 0, 0, 0, 0, 1]",0,0,4,0.02,-3.88,"[0.96, 1.0, 0.96, 0.97]","[3.17, 8.15, 3.31, 3.45]"
"[1, 0, 1, 1, 0, 0, 0, 0, 1, 0]",0,0,4,0.02,-3.94,"[0.97, 0.99, 0.99, 0.97]","[3.49, 4.36, 4.38, 3.52]"
"[1, 0, 1, 1, 0, 0, 0, 0, 1, 1]",0,0,5,0.02,-3.9,"[0.96, 1.0, 0.97, 0.97]","[3.21, 8.17, 3.48, 3.39]"
"[1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",0,0,4,0.02,-3.91,"[1.0, 0.96, 0.98, 1.0]","[6.99, 3.3, 3.67, 7.37]"
"[1, 0, 1, 1, 0, 0, 0, 1, 0, 1]",0,0,5,0.02,-3.92,"[1.0, 1.0, 0.94, 1.0]","[6.71, 7.1, 2.78, 7.24]"
"[1, 0, 1, 1, 0, 0, 0, 1, 1, 0]",0,0,5,0.02,-3.93,"[1.0, 0.96, 0.98, 1.0]","[7.04, 3.32, 3.85, 7.31]"
"[1, 0, 1, 1, 0, 0, 0, 1, 1, 1]",0,0,6,0.02,-3.95,"[1.0, 1.0, 0.95, 1.0]","[6.75, 7.12, 2.95, 7.18]"
"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",0,0,4,0.02,-3.91,"[0.95, 0.98, 1.0, 0.96]","[3.03, 3.94, 8.06, 3.19]"
"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1]",0,0,5,0.02,-3.95,"[0.94, 1.0, 1.0, 0.96]","[2.74, 7.75, 7.16, 3.06]"
"[1, 0, 1, 1, 0, 0, 1, 0, 1, 0]",0,0,5,0.02,-3.91,"[0.96, 0.98, 1.0, 0.96]","[3.07, 3.96, 8.23, 3.13]"
"[1, 0, 1, 1, 0, 0, 1, 0, 1, 1]",0,0,6,0.02,-3.95,"[0.94, 1.0, 1.0, 0.95]","[2.79, 7.77, 7.33, 3.0]"
"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",0,0,5,0.02,-3.94,"[1.0, 0.95, 1.0, 1.0]","[6.57, 2.9, 7.52, 6.98]"
"[1, 0, 1, 1, 0, 0, 1, 1, 0, 1]",1,0,6,0.02,-4.12,"[1.0, 1.0, 1.0, 1.0]","[6.29, 6.71, 6.63, 6.85]"
"[1, 0, 1, 1, 0, 0, 1, 1, 1, 0]",0,0,6,0.02,-3.94,"[1.0, 0.95, 1.0, 1.0]","[6.61, 2.92, 7.69, 6.92]"
"[1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",0,0,7,0.02,-4.12,"[1.0, 1.0, 1.0, 1.0]","[6.33, 6.73, 6.8, 6.79]"
"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",0,0,4,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.76, 8.77, 7.72, 6.86]"
"[1, 0, 1, 1, 0, 1, 0, 0, 0, 1]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.48, 12.58, 6.82, 6.73]"
"[1, 0, 1, 1, 0, 1, 0, 0, 1, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.81, 8.79, 7.89, 6.8]"
"[1, 0, 1, 1, 0, 1, 0, 0, 1, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.53, 12.6, 6.99, 6.67]"
"[1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.31, 7.73, 7.18, 10.66]"
"[1, 0, 1, 1, 0, 1, 0, 1, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.03, 11.53, 6.29, 10.53]"
"[1, 0, 1, 1, 0, 1, 0, 1, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.35, 7.75, 7.35, 10.6]"
"[1, 0, 1, 1, 0, 1, 0, 1, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.07, 11.55, 6.46, 10.47]"
"[1, 0, 1, 1, 0, 1, 1, 0, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.34, 8.37, 11.56, 6.47]"
"[1, 0, 1, 1, 0, 1, 1, 0, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.06, 12.18, 10.67, 6.34]"
"[1, 0, 1, 1, 0, 1, 1, 0, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.39, 8.39, 11.73, 6.41]"
"[1, 0, 1, 1, 0, 1, 1, 0, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.1, 12.2, 10.84, 6.28]"
"[1, 0, 1, 1, 0, 1, 1, 1, 0, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[9.89, 7.33, 11.03, 10.27]"
"[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.6, 11.14, 10.13, 10.14]"
"[1, 0, 1, 1, 0, 1, 1, 1, 1, 0]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[9.93, 7.35, 11.2, 10.21]"
"[1, 0, 1, 1, 0, 1, 1, 1, 1, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.65, 11.15, 10.3, 10.08]"
"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0]",0,0,4,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.71, 8.82, 7.69, 6.8]"
"[1, 0, 1, 1, 1, 0, 0, 0, 0, 1]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.42, 12.63, 6.8, 6.67]"
"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.75, 8.84, 7.87, 6.74]"
"[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.47, 12.64, 6.97, 6.61]"
"[1, 0, 1, 1, 1, 0, 0, 1, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.25, 7.78, 7.16, 10.6]"
"[1, 0, 1, 1, 1, 0, 0, 1, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[9.97, 11.58, 6.26, 10.47]"
"[1, 0, 1, 1, 1, 0, 0, 1, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.29, 7.79, 7.33, 10.54]"
"[1, 0, 1, 1, 1, 0, 0, 1, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.01, 11.6, 6.44, 10.41]"
"[1, 0, 1, 1, 1, 0, 1, 0, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.28, 8.42, 11.54, 6.41]"
"[1, 0, 1, 1, 1, 0, 1, 0, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.0, 12.23, 10.64, 6.28]"
"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.33, 8.44, 11.71, 6.35]"
"[1, 0, 1, 1, 1, 0, 1, 0, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.05, 12.25, 10.82, 6.22]"
"[1, 0, 1, 1, 1, 0, 1, 1, 0, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[9.83, 7.38, 11.01, 10.21]"
"[1, 0, 1, 1, 1, 0, 1, 1, 0, 1]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.55, 11.18, 10.11, 10.08]"
"[1, 0, 1, 1, 1, 0, 1, 1, 1, 0]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[9.87, 7.4, 11.18, 10.15]"
"[1, 0, 1, 1, 1, 0, 1, 1, 1, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.59, 11.2, 10.28, 10.02]"
"[1, 0, 1, 1, 1, 1, 0, 0, 0, 0]",0,0,5,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[10.02, 13.25, 11.2, 10.09]"
"[1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",0,0,6,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.74, 17.05, 10.31, 9.96]"
"[1, 0, 1, 1, 1, 1, 0, 0, 1, 0]",0,0,6,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[10.07, 13.27, 11.37, 10.03]"
"[1, 0, 1, 1, 1, 1, 0, 0, 1, 1]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.79, 17.07, 10.48, 9.9]"
"[1, 0, 1, 1, 1, 1, 0, 1, 0, 0]",0,0,6,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.57, 12.2, 10.67, 13.88]"
"[1, 0, 1, 1, 1, 1, 0, 1, 0, 1]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.28, 16.01, 9.77, 13.76]"
"[1, 0, 1, 1, 1, 1, 0, 1, 1, 0]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.61, 12.22, 10.84, 13.82]"
"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.33, 16.03, 9.94, 13.7]"
"[1, 0, 1, 1, 1, 1, 1, 0, 0, 0]",0,0,6,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.6, 12.85, 15.05, 9.7]"
"[1, 0, 1, 1, 1, 1, 1, 0, 0, 1]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.32, 16.66, 14.15, 9.57]"
"[1, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.65, 12.87, 15.22, 9.64]"
"[1, 0, 1, 1, 1, 1, 1, 0, 1, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.36, 16.68, 14.32, 9.51]"
"[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.14, 11.81, 14.52, 13.49]"
