X,Y,Predicted,A2,Z2,A1,Z1
"[1, 1, 0, 0, 0, 1, 1, 1, 0, 0]",[0],0,0.03,-3.57,"[0.82, 0.65]","[1.52, 0.62]"
"[1, 1, 0, 0, 0, 1, 1, 1, 0, 1]",[0],0,0.02,-3.69,"[0.88, 0.67]","[2.02, 0.69]"
"[1, 1, 0, 0, 0, 1, 1, 1, 1, 0]",[0],0,0.03,-3.52,"[0.81, 0.63]","[1.43, 0.52]"
"[1, 1, 0, 0, 0, 1, 1, 1, 1, 1]",[0],0,0.03,-3.65,"[0.87, 0.65]","[1.93, 0.6]"
"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]",[0],0,0.03,-3.53,"[0.77, 0.67]","[1.21, 0.72]"
"[1, 1, 0, 0, 1, 0, 0, 0, 0, 1]",[0],0,0.02,-3.67,"[0.85, 0.69]","[1.71, 0.8]"
"[1, 1, 0, 0, 1, 0, 0, 0, 1, 0]",[0],0,0.03,-3.48,"[0.75, 0.65]","[1.12, 0.63]"
"[1, 1, 0, 0, 1, 0, 0, 0, 1, 1]",[0],0,0.03,-3.62,"[0.84, 0.67]","[1.62, 0.71]"
"[1, 1, 0, 0, 1, 0, 0, 1, 0, 0]",[0],0,0.02,-3.67,"[0.85, 0.69]","[1.75, 0.79]"
"[1, 1, 0, 0, 1, 0, 0, 1, 0, 1]",[0],0,0.02,-3.77,"[0.91, 0.7]","[2.25, 0.86]"
"[1, 1, 0, 0, 1, 0, 0, 1, 1, 0]",[0],0,0.03,-3.63,"[0.84, 0.67]","[1.66, 0.69]"
"[1, 1, 0, 0, 1, 0, 0, 1, 1, 1]",[0],0,0.02,-3.73,"[0.9, 0.68]","[2.16, 0.77]"
"[1, 1, 0, 0, 1, 0, 1, 0, 0, 0]",[0],0,0.03,-3.37,"[0.71, 0.62]","[0.91, 0.47]"
"[1, 1, 0, 0, 1, 0, 1, 0, 0, 1]",[0],0,0.03,-3.53,"[0.8, 0.63]","[1.41, 0.55]"
"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0]",[0],0,0.04,-3.31,"[0.69, 0.59]","[0.82, 0.38]"
"[1, 1, 0, 0, 1, 0, 1, 0, 1, 1]",[0],0,0.03,-3.48,"[0.79, 0.61]","[1.32, 0.45]"
"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0]",[0],0,0.03,-3.53,"[0.81, 0.63]","[1.45, 0.54]"
"[1, 1, 0, 0, 1, 0, 1, 1, 0, 1]",[0],0,0.03,-3.66,"[0.88, 0.65]","[1.95, 0.61]"
"[1, 1, 0, 0, 1, 0, 1, 1, 1, 0]",[0],0,0.03,-3.48,"[0.8, 0.61]","[1.36, 0.44]"
"[1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",[0],0,0.03,-3.61,"[0.87, 0.63]","[1.86, 0.52]"
"[1, 1, 0, 0, 1, 1, 0, 0, 0, 0]",[0],0,0.04,-3.14,"[0.62, 0.55]","[0.47, 0.2]"
"[1, 1, 0, 0, 1, 1, 0, 0, 0, 1]",[0],0,0.03,-3.33,"[0.73, 0.57]","[0.98, 0.28]"
"[1, 1, 0, 0, 1, 1, 0, 0, 1, 0]",[0],0,0.04,-3.07,"[0.59, 0.53]","[0.38, 0.11]"
"[1, 1, 0, 0, 1, 1, 0, 0, 1, 1]",[1],0,0.04,-3.27,"[0.71, 0.55]","[0.88, 0.19]"
"[1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",[0],0,0.03,-3.33,"[0.73, 0.57]","[1.02, 0.27]"
"[1, 1, 0, 0, 1, 1, 0, 1, 0, 1]",[0],0,0.03,-3.49,"[0.82, 0.59]","[1.52, 0.34]"
"[1, 1, 0, 0, 1, 1, 0, 1, 1, 0]",[0],0,0.04,-3.28,"[0.72, 0.54]","[0.92, 0.17]"
"[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",[0],0,0.03,-3.44,"[0.81, 0.56]","[1.42, 0.25]"
"[1, 1, 0, 0, 1, 1, 1, 0, 0, 0]",[0],0,0.05,-2.94,"[0.54, 0.49]","[0.17, -0.05]"
"[1, 1, 0, 0, 1, 1, 1, 0, 0, 1]",[0],0,0.04,-3.15,"[0.66, 0.51]","[0.67, 0.03]"
"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",[0],0,0.05,-2.87,"[0.52, 0.46]","[0.08, -0.14]"
"[1, 1, 0, 0, 1, 1, 1, 0, 1, 1]",[0],0,0.04,-3.08,"[0.64, 0.48]","[0.58, -0.07]"
"[1, 1, 0, 0, 1, 1, 1, 1, 0, 0]",[0],0,0.04,-3.16,"[0.67, 0.5]","[0.71, 0.02]"
"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]",[0],0,0.03,-3.33,"[0.77, 0.52]","[1.21, 0.09]"
"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",[0],0,0.04,-3.09,"[0.65, 0.48]","[0.62, -0.08]"
"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",[0],0,0.04,-3.28,"[0.75, 0.5]","[1.12, -0.0]"
"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",[0],0,0.02,-3.73,"[0.85, 0.74]","[1.7, 1.05]"
"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1]",[0],0,0.02,-3.84,"[0.9, 0.76]","[2.2, 1.13]"
"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0]",[0],0,0.02,-3.69,"[0.83, 0.72]","[1.61, 0.96]"
"[1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",[0],0,0.02,-3.8,"[0.89, 0.74]","[2.11, 1.04]"
"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0]",[0],0,0.02,-3.84,"[0.9, 0.75]","[2.24, 1.12]"
"[1, 1, 0, 1, 0, 0, 0, 1, 0, 1]",[0],0,0.02,-3.91,"[0.94, 0.77]","[2.75, 1.19]"
"[1, 1, 0, 1, 0, 0, 0, 1, 1, 0]",[0],0,0.02,-3.8,"[0.9, 0.74]","[2.15, 1.02]"
"[1, 1, 0, 1, 0, 0, 0, 1, 1, 1]",[0],0,0.02,-3.88,"[0.93, 0.75]","[2.65, 1.1]"
"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]",[0],0,0.03,-3.6,"[0.8, 0.69]","[1.4, 0.8]"
"[1, 1, 0, 1, 0, 0, 1, 0, 0, 1]",[0],0,0.02,-3.72,"[0.87, 0.71]","[1.9, 0.88]"
"[1, 1, 0, 1, 0, 0, 1, 0, 1, 0]",[0],0,0.03,-3.55,"[0.79, 0.67]","[1.31, 0.71]"
"[1, 1, 0, 1, 0, 0, 1, 0, 1, 1]",[1],0,0.02,-3.68,"[0.86, 0.69]","[1.81, 0.78]"
"[1, 1, 0, 1, 0, 0, 1, 1, 0, 0]",[0],0,0.02,-3.73,"[0.87, 0.7]","[1.94, 0.86]"
"[1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",[0],0,0.02,-3.82,"[0.92, 0.72]","[2.44, 0.94]"
"[1, 1, 0, 1, 0, 0, 1, 1, 1, 0]",[0],0,0.02,-3.68,"[0.86, 0.68]","[1.85, 0.77]"
"[1, 1, 0, 1, 0, 0, 1, 1, 1, 1]",[0],0,0.02,-3.78,"[0.91, 0.7]","[2.35, 0.85]"
"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]",[0],0,0.03,-3.4,"[0.72, 0.63]","[0.96, 0.53]"
"[1, 1, 0, 1, 0, 1, 0, 0, 0, 1]",[0],0,0.03,-3.56,"[0.81, 0.65]","[1.47, 0.61]"
"[1, 1, 0, 1, 0, 1, 0, 0, 1, 0]",[0],0,0.03,-3.34,"[0.71, 0.61]","[0.87, 0.44]"
"[1, 1, 0, 1, 0, 1, 0, 0, 1, 1]",[0],0,0.03,-3.51,"[0.8, 0.63]","[1.37, 0.52]"
"[1, 1, 0, 1, 0, 1, 0, 1, 0, 0]",[0],0,0.03,-3.57,"[0.82, 0.64]","[1.51, 0.6]"
"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1]",[0],0,0.02,-3.68,"[0.88, 0.66]","[2.01, 0.67]"
"[1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",[0],0,0.03,-3.51,"[0.8, 0.62]","[1.41, 0.5]"
"[1, 1, 0, 1, 0, 1, 0, 1, 1, 1]",[0],0,0.03,-3.64,"[0.87, 0.64]","[1.91, 0.58]"
"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0]",[0],0,0.04,-3.23,"[0.66, 0.57]","[0.66, 0.28]"
"[1, 1, 0, 1, 0, 1, 1, 0, 0, 1]",[0],0,0.03,-3.41,"[0.76, 0.59]","[1.16, 0.36]"
"[1, 1, 0, 1, 0, 1, 1, 0, 1, 0]",[0],0,0.04,-3.16,"[0.64, 0.55]","[0.57, 0.19]"
"[1, 1, 0, 1, 0, 1, 1, 0, 1, 1]",[0],0,0.03,-3.35,"[0.74, 0.57]","[1.07, 0.26]"
"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",[0],0,0.03,-3.41,"[0.77, 0.59]","[1.2, 0.34]"
"[1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",[0],0,0.03,-3.55,"[0.85, 0.6]","[1.7, 0.42]"
"[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",[0],0,0.03,-3.36,"[0.75, 0.56]","[1.11, 0.25]"
"[1, 1, 0, 1, 0, 1, 1, 1, 1, 1]",[0],0,0.03,-3.5,"[0.83, 0.58]","[1.61, 0.33]"
"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]",[0],0,0.03,-3.36,"[0.71, 0.61]","[0.9, 0.45]"
"[1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",[0],0,0.03,-3.52,"[0.8, 0.63]","[1.4, 0.53]"
"[1, 1, 0, 1, 1, 0, 0, 0, 1, 0]",[0],0,0.04,-3.3,"[0.69, 0.59]","[0.8, 0.36]"
"[1, 1, 0, 1, 1, 0, 0, 0, 1, 1]",[0],0,0.03,-3.47,"[0.79, 0.61]","[1.3, 0.43]"
"[1, 1, 0, 1, 1, 0, 0, 1, 0, 0]",[0],0,0.03,-3.52,"[0.81, 0.63]","[1.44, 0.52]"
"[1, 1, 0, 1, 1, 0, 0, 1, 0, 1]",[0],0,0.03,-3.65,"[0.87, 0.64]","[1.94, 0.59]"
"[1, 1, 0, 1, 1, 0, 0, 1, 1, 0]",[0],0,0.03,-3.47,"[0.79, 0.6]","[1.34, 0.42]"
"[1, 1, 0, 1, 1, 0, 0, 1, 1, 1]",[0],0,0.03,-3.6,"[0.86, 0.62]","[1.84, 0.5]"
"[1, 1, 0, 1, 1, 0, 1, 0, 0, 0]",[0],0,0.04,-3.18,"[0.64, 0.55]","[0.59, 0.2]"
"[1, 1, 0, 1, 1, 0, 1, 0, 0, 1]",[0],0,0.03,-3.36,"[0.75, 0.57]","[1.09, 0.28]"
"[1, 1, 0, 1, 1, 0, 1, 0, 1, 0]",[0],0,0.04,-3.11,"[0.62, 0.53]","[0.5, 0.11]"
"[1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",[0],0,0.04,-3.3,"[0.73, 0.55]","[1.0, 0.18]"
"[1, 1, 0, 1, 1, 0, 1, 1, 0, 0]",[0],0,0.03,-3.37,"[0.76, 0.57]","[1.13, 0.26]"
"[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]",[0],0,0.03,-3.51,"[0.84, 0.58]","[1.63, 0.34]"
"[1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",[0],0,0.04,-3.31,"[0.74, 0.54]","[1.04, 0.17]"
"[1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",[0],0,0.03,-3.46,"[0.82, 0.56]","[1.54, 0.25]"
"[1, 1, 0, 1, 1, 1, 0, 0, 0, 0]",[0],0,0.05,-2.93,"[0.54, 0.48]","[0.16, -0.07]"
"[1, 1, 0, 1, 1, 1, 0, 0, 0, 1]",[0],0,0.04,-3.14,"[0.66, 0.5]","[0.66, 0.01]"
"[1, 1, 0, 1, 1, 1, 0, 0, 1, 0]",[0],0,0.05,-2.86,"[0.52, 0.46]","[0.06, -0.16]"
"[1, 1, 0, 1, 1, 1, 0, 0, 1, 1]",[0],0,0.04,-3.07,"[0.64, 0.48]","[0.56, -0.09]"
"[1, 1, 0, 1, 1, 1, 0, 1, 0, 0]",[0],0,0.04,-3.14,"[0.67, 0.5]","[0.7, -0.0]"
"[1, 1, 0, 1, 1, 1, 0, 1, 0, 1]",[0],0,0.03,-3.32,"[0.77, 0.52]","[1.2, 0.07]"
"[1, 1, 0, 1, 1, 1, 0, 1, 1, 0]",[0],0,0.04,-3.08,"[0.65, 0.48]","[0.6, -0.1]"
"[1, 1, 0, 1, 1, 1, 0, 1, 1, 1]",[0],0,0.04,-3.27,"[0.75, 0.49]","[1.11, -0.02]"
"[1, 1, 0, 1, 1, 1, 1, 0, 0, 0]",[0],0,0.06,-2.73,"[0.46, 0.42]","[-0.15, -0.32]"
"[1, 1, 0, 1, 1, 1, 1, 0, 0, 1]",[0],0,0.05,-2.95,"[0.59, 0.44]","[0.35, -0.24]"
"[1, 1, 0, 1, 1, 1, 1, 0, 1, 0]",[0],0,0.06,-2.67,"[0.44, 0.4]","[-0.24, -0.41]"
"[1, 1, 0, 1, 1, 1, 1, 0, 1, 1]",[1],0,0.05,-2.88,"[0.56, 0.42]","[0.26, -0.34]"
"[1, 1, 0, 1, 1, 1, 1, 1, 0, 0]",[0],0,0.05,-2.96,"[0.6, 0.44]","[0.39, -0.26]"
"[1, 1, 0, 1, 1, 1, 1, 1, 0, 1]",[0],0,0.04,-3.15,"[0.71, 0.46]","[0.89, -0.18]"
"[1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",[0],0,0.05,-2.89,"[0.57, 0.41]","[0.3, -0.35]"
"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",[0],0,0.04,-3.09,"[0.69, 0.43]","[0.8, -0.27]"
"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",[0],0,0.02,-3.92,"[0.93, 0.79]","[2.52, 1.32]"
"[1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",[0],0,0.02,-3.98,"[0.95, 0.8]","[3.02, 1.4]"
"[1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",[0],0,0.02,-3.89,"[0.92, 0.77]","[2.43, 1.23]"
"[1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",[0],0,0.02,-3.95,"[0.95, 0.79]","[2.93, 1.31]"
"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0]",[0],0,0.02,-3.98,"[0.96, 0.8]","[3.06, 1.39]"
"[1, 1, 1, 0, 0, 0, 0, 1, 0, 1]",[0],0,0.02,-4.02,"[0.97, 0.81]","[3.56, 1.46]"
"[1, 1, 1, 0, 0, 0, 0, 1, 1, 0]",[0],0,0.02,-3.95,"[0.95, 0.78]","[2.97, 1.29]"
"[1, 1, 1, 0, 0, 0, 0, 1, 1, 1]",[1],0,0.02,-3.99,"[0.97, 0.8]","[3.47, 1.37]"
"[1, 1, 1, 0, 0, 0, 1, 0, 0, 0]",[0],0,0.02,-3.82,"[0.9, 0.75]","[2.22, 1.07]"
"[1, 1, 1, 0, 0, 0, 1, 0, 0, 1]",[0],0,0.02,-3.9,"[0.94, 0.76]","[2.72, 1.15]"
"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0]",[0],0,0.02,-3.79,"[0.89, 0.73]","[2.12, 0.98]"
"[1, 1, 1, 0, 0, 0, 1, 0, 1, 1]",[0],0,0.02,-3.87,"[0.93, 0.74]","[2.62, 1.06]"
"[1, 1, 1, 0, 0, 0, 1, 1, 0, 0]",[0],0,0.02,-3.9,"[0.94, 0.76]","[2.76, 1.14]"
"[1, 1, 1, 0, 0, 0, 1, 1, 0, 1]",[0],0,0.02,-3.95,"[0.96, 0.77]","[3.26, 1.21]"
"[1, 1, 1, 0, 0, 0, 1, 1, 1, 0]",[0],0,0.02,-3.87,"[0.93, 0.74]","[2.66, 1.04]"
"[1, 1, 1, 0, 0, 0, 1, 1, 1, 1]",[0],0,0.02,-3.92,"[0.96, 0.75]","[3.17, 1.12]"
"[1, 1, 1, 0, 0, 1, 0, 0, 0, 0]",[0],0,0.02,-3.68,"[0.86, 0.69]","[1.78, 0.81]"
"[1, 1, 1, 0, 0, 1, 0, 0, 0, 1]",[0],0,0.02,-3.78,"[0.91, 0.71]","[2.28, 0.88]"
"[1, 1, 1, 0, 0, 1, 0, 0, 1, 0]",[0],0,0.03,-3.64,"[0.84, 0.67]","[1.69, 0.71]"
"[1, 1, 1, 0, 0, 1, 0, 0, 1, 1]",[0],0,0.02,-3.74,"[0.9, 0.69]","[2.19, 0.79]"
"[1, 1, 1, 0, 0, 1, 0, 1, 0, 0]",[0],0,0.02,-3.78,"[0.91, 0.7]","[2.32, 0.87]"
"[1, 1, 1, 0, 0, 1, 0, 1, 0, 1]",[0],0,0.02,-3.85,"[0.94, 0.72]","[2.82, 0.95]"
"[1, 1, 1, 0, 0, 1, 0, 1, 1, 0]",[0],0,0.02,-3.75,"[0.9, 0.68]","[2.23, 0.77]"
"[1, 1, 1, 0, 0, 1, 0, 1, 1, 1]",[0],0,0.02,-3.82,"[0.94, 0.7]","[2.73, 0.85]"
"[1, 1, 1, 0, 0, 1, 1, 0, 0, 0]",[0],0,0.03,-3.55,"[0.81, 0.63]","[1.48, 0.55]"
"[1, 1, 1, 0, 0, 1, 1, 0, 0, 1]",[0],0,0.02,-3.67,"[0.88, 0.65]","[1.98, 0.63]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",[0],0,0.03,-3.49,"[0.8, 0.61]","[1.38, 0.46]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",[0],0,0.03,-3.62,"[0.87, 0.63]","[1.89, 0.54]"
"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",[0],0,0.02,-3.67,"[0.88, 0.65]","[2.02, 0.62]"
"[1, 1, 1, 0, 0, 1, 1, 1, 0, 1]",[0],0,0.02,-3.76,"[0.93, 0.67]","[2.52, 0.69]"
"[1, 1, 1, 0, 0, 1, 1, 1, 1, 0]",[0],0,0.03,-3.63,"[0.87, 0.63]","[1.93, 0.52]"
"[1, 1, 1, 0, 0, 1, 1, 1, 1, 1]",[0],0,0.02,-3.72,"[0.92, 0.65]","[2.43, 0.6]"
"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0]",[0],0,0.03,-3.65,"[0.85, 0.67]","[1.71, 0.72]"
"[1, 1, 1, 0, 1, 0, 0, 0, 0, 1]",[0],0,0.02,-3.75,"[0.9, 0.69]","[2.21, 0.8]"
"[1, 1, 1, 0, 1, 0, 0, 0, 1, 0]",[0],0,0.03,-3.6,"[0.83, 0.65]","[1.62, 0.63]"
"[1, 1, 1, 0, 1, 0, 0, 0, 1, 1]",[0],0,0.02,-3.71,"[0.89, 0.67]","[2.12, 0.71]"
"[1, 1, 1, 0, 1, 0, 0, 1, 0, 0]",[0],0,0.02,-3.75,"[0.9, 0.69]","[2.25, 0.79]"
"[1, 1, 1, 0, 1, 0, 0, 1, 0, 1]",[0],0,0.02,-3.83,"[0.94, 0.7]","[2.75, 0.86]"
"[1, 1, 1, 0, 1, 0, 0, 1, 1, 0]",[0],0,0.02,-3.71,"[0.9, 0.67]","[2.16, 0.69]"
"[1, 1, 1, 0, 1, 0, 0, 1, 1, 1]",[0],0,0.02,-3.79,"[0.93, 0.68]","[2.66, 0.77]"
"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0]",[0],0,0.03,-3.5,"[0.8, 0.62]","[1.41, 0.47]"
"[1, 1, 1, 0, 1, 0, 1, 0, 0, 1]",[0],0,0.03,-3.63,"[0.87, 0.63]","[1.91, 0.55]"
"[1, 1, 1, 0, 1, 0, 1, 0, 1, 0]",[0],0,0.03,-3.45,"[0.79, 0.59]","[1.32, 0.38]"
"[1, 1, 1, 0, 1, 0, 1, 0, 1, 1]",[0],0,0.03,-3.59,"[0.86, 0.61]","[1.82, 0.45]"
"[1, 1, 1, 0, 1, 0, 1, 1, 0, 0]",[0],0,0.03,-3.63,"[0.88, 0.63]","[1.95, 0.54]"
"[1, 1, 1, 0, 1, 0, 1, 1, 0, 1]",[0],0,0.02,-3.73,"[0.92, 0.65]","[2.45, 0.61]"
"[1, 1, 1, 0, 1, 0, 1, 1, 1, 0]",[0],0,0.03,-3.59,"[0.86, 0.61]","[1.86, 0.44]"
"[1, 1, 1, 0, 1, 0, 1, 1, 1, 1]",[0],0,0.02,-3.69,"[0.91, 0.63]","[2.36, 0.52]"
"[1, 1, 1, 0, 1, 1, 0, 0, 0, 0]",[0],0,0.04,-3.3,"[0.73, 0.55]","[0.97, 0.2]"
"[1, 1, 1, 0, 1, 1, 0, 0, 0, 1]",[0],0,0.03,-3.46,"[0.81, 0.57]","[1.47, 0.28]"
"[1, 1, 1, 0, 1, 1, 0, 0, 1, 0]",[0],0,0.04,-3.24,"[0.71, 0.53]","[0.88, 0.11]"
"[1, 1, 1, 0, 1, 1, 0, 0, 1, 1]",[0],0,0.03,-3.41,"[0.8, 0.55]","[1.38, 0.19]"
"[1, 1, 1, 0, 1, 1, 0, 1, 0, 0]",[0],0,0.03,-3.46,"[0.82, 0.57]","[1.51, 0.27]"
"[1, 1, 1, 0, 1, 1, 0, 1, 0, 1]",[0],0,0.03,-3.58,"[0.88, 0.59]","[2.01, 0.34]"
"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",[0],0,0.03,-3.41,"[0.81, 0.54]","[1.42, 0.17]"
"[1, 1, 1, 0, 1, 1, 0, 1, 1, 1]",[1],0,0.03,-3.54,"[0.87, 0.56]","[1.92, 0.25]"
"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",[0],0,0.04,-3.12,"[0.66, 0.49]","[0.67, -0.05]"
"[1, 1, 1, 0, 1, 1, 1, 0, 0, 1]",[0],0,0.04,-3.3,"[0.76, 0.51]","[1.17, 0.03]"
"[1, 1, 1, 0, 1, 1, 1, 0, 1, 0]",[0],0,0.04,-3.06,"[0.64, 0.46]","[0.58, -0.14]"
"[1, 1, 1, 0, 1, 1, 1, 0, 1, 1]",[0],0,0.04,-3.24,"[0.75, 0.48]","[1.08, -0.06]"
"[1, 1, 1, 0, 1, 1, 1, 1, 0, 0]",[0],0,0.04,-3.31,"[0.77, 0.5]","[1.21, 0.02]"
"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1]",[0],0,0.03,-3.45,"[0.85, 0.52]","[1.71, 0.09]"
"[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",[0],0,0.04,-3.25,"[0.75, 0.48]","[1.12, -0.08]"
"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",[0],0,0.03,-3.4,"[0.83, 0.5]","[1.62, -0.0]"
"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",[0],0,0.02,-3.82,"[0.9, 0.74]","[2.2, 1.05]"
"[1, 1, 1, 1, 0, 0, 0, 0, 0, 1]",[0],0,0.02,-3.89,"[0.94, 0.76]","[2.7, 1.13]"
"[1, 1, 1, 1, 0, 0, 0, 0, 1, 0]",[0],0,0.02,-3.78,"[0.89, 0.72]","[2.11, 0.96]"
"[1, 1, 1, 1, 0, 0, 0, 0, 1, 1]",[0],0,0.02,-3.86,"[0.93, 0.74]","[2.61, 1.04]"
"[1, 1, 1, 1, 0, 0, 0, 1, 0, 0]",[0],0,0.02,-3.89,"[0.94, 0.75]","[2.74, 1.12]"
"[1, 1, 1, 1, 0, 0, 0, 1, 0, 1]",[0],0,0.02,-3.94,"[0.96, 0.77]","[3.24, 1.19]"
"[1, 1, 1, 1, 0, 0, 0, 1, 1, 0]",[0],0,0.02,-3.86,"[0.93, 0.74]","[2.65, 1.02]"
"[1, 1, 1, 1, 0, 0, 0, 1, 1, 1]",[0],0,0.02,-3.92,"[0.96, 0.75]","[3.15, 1.1]"
"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0]",[0],0,0.02,-3.7,"[0.87, 0.69]","[1.9, 0.8]"
"[1, 1, 1, 1, 0, 0, 1, 0, 0, 1]",[0],0,0.02,-3.8,"[0.92, 0.71]","[2.4, 0.88]"
"[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",[0],0,0.03,-3.66,"[0.86, 0.67]","[1.81, 0.71]"
"[1, 1, 1, 1, 0, 0, 1, 0, 1, 1]",[0],0,0.02,-3.76,"[0.91, 0.69]","[2.31, 0.78]"
"[1, 1, 1, 1, 0, 0, 1, 1, 0, 0]",[0],0,0.02,-3.8,"[0.92, 0.7]","[2.44, 0.86]"
"[1, 1, 1, 1, 0, 0, 1, 1, 0, 1]",[0],0,0.02,-3.86,"[0.95, 0.72]","[2.94, 0.94]"
"[1, 1, 1, 1, 0, 0, 1, 1, 1, 0]",[0],0,0.02,-3.76,"[0.91, 0.68]","[2.35, 0.77]"
"[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",[1],0,0.02,-3.83,"[0.95, 0.7]","[2.85, 0.85]"
"[1, 1, 1, 1, 0, 1, 0, 0, 0, 0]",[0],0,0.03,-3.54,"[0.81, 0.63]","[1.46, 0.53]"
"[1, 1, 1, 1, 0, 1, 0, 0, 0, 1]",[0],0,0.03,-3.66,"[0.88, 0.65]","[1.96, 0.61]"
"[1, 1, 1, 1, 0, 1, 0, 0, 1, 0]",[0],0,0.03,-3.49,"[0.8, 0.61]","[1.37, 0.44]"
"[1, 1, 1, 1, 0, 1, 0, 0, 1, 1]",[0],0,0.03,-3.61,"[0.87, 0.63]","[1.87, 0.52]"
"[1, 1, 1, 1, 0, 1, 0, 1, 0, 0]",[0],0,0.03,-3.66,"[0.88, 0.64]","[2.0, 0.6]"
"[1, 1, 1, 1, 0, 1, 0, 1, 0, 1]",[0],0,0.02,-3.75,"[0.92, 0.66]","[2.5, 0.67]"
"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",[0],0,0.03,-3.62,"[0.87, 0.62]","[1.91, 0.5]"
"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1]",[0],0,0.02,-3.71,"[0.92, 0.64]","[2.41, 0.58]"
"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0]",[0],0,0.03,-3.38,"[0.76, 0.57]","[1.16, 0.28]"
"[1, 1, 1, 1, 0, 1, 1, 0, 0, 1]",[0],0,0.03,-3.53,"[0.84, 0.59]","[1.66, 0.36]"
"[1, 1, 1, 1, 0, 1, 1, 0, 1, 0]",[0],0,0.03,-3.32,"[0.74, 0.55]","[1.07, 0.19]"
"[1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",[0],0,0.03,-3.48,"[0.83, 0.57]","[1.57, 0.26]"
"[1, 1, 1, 1, 0, 1, 1, 1, 0, 0]",[0],0,0.03,-3.53,"[0.85, 0.59]","[1.7, 0.34]"
"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",[0],0,0.03,-3.64,"[0.9, 0.6]","[2.2, 0.42]"
"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",[0],0,0.03,-3.48,"[0.83, 0.56]","[1.61, 0.25]"
"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",[0],0,0.03,-3.59,"[0.89, 0.58]","[2.11, 0.33]"
"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0],0,0.03,-3.49,"[0.8, 0.61]","[1.39, 0.45]"
"[1, 1, 1, 1, 1, 0, 0, 0, 0, 1]",[0],0,0.03,-3.62,"[0.87, 0.63]","[1.89, 0.53]"
"[1, 1, 1, 1, 1, 0, 0, 0, 1, 0]",[0],0,0.03,-3.44,"[0.79, 0.59]","[1.3, 0.36]"
